"CO2","volcanic","solar"
277.488,0.00449494875824058,1365.36786894261
277.508,0.00437328655765468,1365.35704470522
277.514,0.00433239334911942,1365.34704662234
277.529,0.00431865358820626,1365.3380507639
277.55,0.00431403775585888,1365.33023319981
277.576,0.00431248699676608,1365.32377
277.591,0.0043119662928842,1365.31879003097
277.605,0.0431526667464993,1365.31523334555
277.619,0.0279231585993466,1365.31299279313
277.636,0.0126625558348081,1365.31196122312
277.656,0.00716128959930637,1365.31203148491
277.674,0.00527213006737952,1365.31309642791
277.687,0.00463462485400558,1365.31504890151
277.702,0.00442021046359602,1365.31778175513
277.722,0.00434815584861665,1365.32118783816
277.744,0.0043239481945159,1365.32516
277.773,0.00431581625126633,1365.32958604723
277.789,0.00431308469882557,1365.33433361515
277.807,0.00431216715782803,1365.33926529623
277.826,0.0043118588428764,1365.34424368294
277.851,0.00431175508995404,1365.34913136776
277.873,0.00431172009725827,1365.35379094316
277.886,0.00431170820418843,1365.35808500161
277.91,0.00431170445893449,1365.36187613558
277.93,0.0043117032577216,1365.36502693755
277.956,0.0043117027513287,1365.3674
277.973,0.157398918672115,1365.3688722501
277.982,0.103794737588787,1365.36937795385
278.009,0.0403414813558606,1365.36886571195
278.028,0.0225431949065808,1365.36728412512
278.05,0.0129139359369315,1365.36458179406
278.071,0.00729180622680203,1365.36070731947
278.089,0.0387745489161247,1365.35560930207
278.106,0.0260520231873899,1365.34923634255
278.119,0.0121765026930477,1365.34153704162
278.145,0.00699252184386216,1365.33246
278.16,0.00521574288064745,1365.32198461238
278.171,0.02939445522657,1365.31021344947
278.185,0.0197006332493879,1365.29727987597
278.189,0.00976642881570731,1365.28331725658
278.204,0.00617156569445775,1365.26845895601
278.222,0.00933050808934842,1365.25283833896
278.237,0.00781562241083551,1365.23658877013
278.253,0.00555423653909573,1365.21984361422
278.266,0.00472987962724429,1365.20273623595
278.281,0.00445192394073133,1365.1854
278.295,0.0043587558439678,1365.16796396038
278.307,0.00432750116491001,1365.15053992828
278.318,0.00431700870360434,1365.13323540418
278.333,0.00431348482726228,1365.11615788856
278.351,0.00431230128390834,1365.0994148819
278.362,0.00431190360590716,1365.0831138847
278.383,0.00431177047839571,1365.06736239742
278.392,0.00431172540839304,1365.05226792055
278.403,0.00431171059670439,1365.03793795459
278.414,0.00431170569049725,1365.02448
278.427,0.00431170376895238,1365.01198756609
278.437,0.0160935698260872,1365.00049819741
278.446,0.0118482995087417,1364.99003544731
278.456,0.00704123355856234,1364.98062286918
278.462,0.00524229923664255,1364.97228401638
278.479,0.00462554170536466,1364.96504244226
278.49,0.00441726226551863,1364.9589217002
278.501,0.00434717854476316,1364.95394534356
278.509,0.00432362178368404,1364.9501369257
278.525,0.00431570689182382,1364.94752
278.528,0.00431304778771798,1364.94608023526
278.539,0.00431215437226715,1364.9456517621
278.556,0.00431185423150257,1364.94603082656
278.571,0.00431175357150014,1364.94701367471
278.581,0.00431171984814688,1364.94839655259
278.589,0.0198637704603541,1364.94997570627
278.595,0.0142600091965343,1364.95154738179
278.601,0.00791468366831522,1364.95290782522
